identifier,trait,label,description_encoded,description,comments,inScheme,type,type_x,min,max,units,units_UCUM,units_uom,category_1,category_2,category_3,category_4,created,modified,deprecated_trait_name,constraints,structure_1,structure_2,structure_3,structure_4,meas_char_1,meas_char_2,meas_char_3,meas_char_4,meas_char_5,meas_char_6,rev_01,rev_02,rev_03,rev_04,rev_05,rev_06,rev_07,rev_08,rev_09,rev_10,ref_1,ref_2,ref_3,ref_4,ref_5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,exact_other1,close_other1,close_other2,related_other,exact_TOP,close_TOP,related_TOP,related_TOP2,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,exact_BIEN,close_BIEN,related_BIEN,exact_BROT,close_BROT,related_BROT,PalmTraits_exact,PalmTraits_close,traitID
APD/0012423,flower_gynoecium_phyllotaxis,Gynoecium phyllotaxis,A gynoecium [PO:0009062] morphology trait which is either the count [NCIT:C25463] of whorls [PO:0025023] of carpels [PO:0009030] comprising the gynoecium or other descriptors of carpel phyllotaxy [TO:0006014].,Structural phyllotaxy of the gynoecium.,This trait is not applicable to unicarpellate flowers. Definition and trait values derived from Schoenenberger et al. (2020) for their character '400. Gynoecium phyllotaxy (D1)',https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,gynoecium morphology trait,,,,14/07/2021,,,Not applicable to unicarpellate flowers,PO_0025082,PO_0009046,,,PATO_0000060,PATO_0000133,PATO_0000141,PATO_0001555,NCIT_C25463,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009062,PO_0009030,PO_0025023,TO_0006014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12423
APD/0012424,flower_gynoecium_placentation,Placentation,"A floral organ morphology trait [TO:0000862] which is the position [PATO:0000140] of the ovules [PO:0020003] within the ovary [PO:0009072], known as placentation [APD:glossary/40074].",The different types of placentation in apocarpous/unicarpellate and in syncarpous gynoecia.,"In apocarpous and unicarpellate gynoecia, placentation is often described as marginal as the ovules are usually attached along the ventral slit (i.e., the zone where the carpel margins become postgenitally closed during carpel development). In syncarpous gynoecia there are three main types of placentation, 1) axile placentation refers to ovaries where the ovules are placed in the angle between carpel flanks in the center of the ovary; 2) in ovaries with parietal placentation the ovules attach to the ovary wall where two carpels meet; 3) in ovaries with free-central placentation the ovules are attached to a central column that emerges from the base of the ovary and protrudes into the non-septate ovary. It is not unusual that syncarpous gynoecia show a transition from proximally axile to a distally parietal placentation (e.g., Polemoniaceae). Basal and apical placentation may occur both in apocarpous/unicarpellate and in syncarpous gynoecia. Usually there is one longitudinal series of ovules attached to each carpel margin. However, both in apocarpous/unicarpellate and in syncarpous gynoecia there may be more than one series of ovules at the flanks of a carpel. These latter cases are referred to as laminar (or laminar-diffuse) placentation (e.g., in some Nymphaeaceae). A placenta that is protruding from its surroundings and has more than two series of ovules (either axile or parietal) is called protruding-diffuse. Definition and trait values derived from Schoenenberger et al. (2020) for their character '412. Placentation (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,gynoecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000141,PATO_0000060,PATO_0000140,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009062,PO_0009030,PO_0009072,APD:glossary/40074,PO_0020003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12424
APD/0012425,flower_ovary_fusion,Fusion of ovaries,"A floral organ morphology trait [TO:0000862] which, for flowers with multiple carpels, is the proportion [PATO:0001470] of the length [PATO:0000122] of the ovaries [PO:0009072] that are fused [NCIT:C124537] together.",Degree of ovary fusion expressed as a fraction of the total length of the ovary (from the floral base to the apex of the ovary).,Fusion of styles and stigmas is not taken into account for this trait. Not applicable when there is a single carpel. Definition derived from Schoenenberger et al. (2020) for their character '403. Fusion of ovaries (C1)',https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{dimensionless},{dimensionless},{dimensionless},gynoecium morphology trait,,,,14/07/2021,,,Not applicable when there is a single carpel.,PO_0025082,PO_0009046,,,STATO_0000300,PATO_0001470,PATO_0000141,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009062,PO_0009030,PO_0009072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12425
APD/0012426,flower_ovary_position,Ovary position,"A floral organ morphology trait [TO:0000862] which is the position [PATO:0000140] of the plant ovary [PO:0009072] relative to the other flower [PO:0009046] organs [PO:0009008], in particular whether the ovary is attached above or below the perianth [PO:0009058] organs (the petals [PO:0009032] and sepals [PO:0009031]).",The position of the flower ovary relative to the insertion level of the remaining floral organs.,"The ovary is the part of the gynoecium where the ovules are produced. The ovary may be located on the receptacle and thus be positioned above the insertion level of the remaining floral organs (i.e., the ovary is superior and the flower is hypogynous). Alternatively, the ovary may be embedded in the receptacle and therefore be located below the insertion level of the remaining floral organs (i.e., the ovary is inferior and the flower is epigynous). Flowers with a hypanthium may either have a superior ovary (perigyny; e.g., many Rosaceae) or an inferior ovary (epiperigyny). It is also possible that the ovary is inferior to a certain degree only, such as half-inferior, if the receptacle is surrounding the ovary to its mid-level. Definition and trait values derived from Schoenenberger et al. (2020) for their character '102. Ovary position (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,gynoecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000060,PATO_0000133,PATO_0000140,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009062,PO_0009030,PO_0009072,PO_0009058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12426
APD/0012427,flower_ovules_per_functional_carpel_count,Number of ovules per functional carpel,A floral organ morphology trait [TO:0000862] which is the count [NCIT:C25463] of ovules [PO:0020003] per fertile [PATO:0000955] carpel [PO:0009030].,Number of ovules per carpel recorded as a continuous character (with integer values of 1 and above).,Reduced (sterile) carpels are not taken into account here. Definition derived from Schoenenberger et al. (2020) for their character '411. Number of ovules per functional carpel (C1)',https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,100000,{count},{count},{count},gynoecium morphology trait,,,,14/07/2021,,,Only applicable to fertile carpels.,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009062,PO_0009030,PO_0009072,PO_0020003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12427
APD/0012428,flower_perianth_differentiation,Perianth differentiation,A floral organ morphology trait [TO:0000862] which indicates whether petals [PO:0009032] and sepals [PO:0009031] are differentiated or identical and the various ways they can be identical or different.,The ways in which perianth organs may look different from each other in a given flower.,"Typically, outer perianth parts are sepaloid and protect the other floral organs during floral development, while inner organs are often petaloid and play a role in pollinator attraction (Endress, 1994). However, it is also possible that all parts are either sepaloid or petaloid but remain differentiated in shape, size, and/or texture. In case of spiral perianths, differentiation may be continuous (i.e., gradual), whereby two successively initiated organs are very similar or only slightly different, while the outermost and innermost organs at both ends of the spiral are very different from each other (e.g., Chimonanthus). In the special case of perianths consisting of a single whorl, they are scored as undifferentiated. This perianth differentiation trait may be seen as both functional (the parting vs. sharing of functions among perianth parts) and developmental (the expression of a genetic program for different forms of perianth parts vs. a single program for a single type of perianth part morphology). Within-whorl differentiation, whereby organs of the same whorl take different forms, is common in zygomorphic flowers (e.g., Balsaminaceae, Fabaceae, Orchidaceae) but is not taken into account with this trait. This trait is not applicable when the perianth is absent. Definition and trait values derived from Schoenenberger et al. (2020) for their character '234. Perianth differentiation (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,perianth morphology trait,,,,14/07/2021,,,Not applicable when the perianth is absent,PO_0025082,PO_0009046,,,PATO_0000141,PATO_0000052,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12428
APD/0012429,flower_perianth_fusion,Fusion of perianth,"A floral organ morphology trait [TO:0000862] which is the proportion [PATO:0001470] of the length [PATO:0000122] of perianth [PO:0009058] parts (sepals [PO:0009031], petals [PO:0009032], and tepals [PO:0009033]) that are fused [NCIT:C124537] together at anthesis [PO:0009068].","Fusion of perianth organs (congenital or postgenital) at anthesis, recorded on a continuous scale, from 0 (free parts) to 1 (parts fused along their entire length).","Partial fusion was recorded using an approximate number between these two extremes (e.g., 0.1 corresponds to basal fusion, 0.5 to fusion along half of the length of perianth parts). In case of multiple whorls, this trait records within-whorl fusion. For example, if organs within each whorl are fused along their entire length, a trait value of 1 is recorded. In cases where organs of two whorls are fused into a common tubular structure, such as frequently observed in monocots (e.g., Polygonatum), the perianth is considered to be fused. If the two (or more) whorls differed in their extent of fusion, a range of trait values may be recorded. For example, if the calyx is only basally fused, up to 10% of its length, but the corolla is entirely fused, a range of 0.1 to 1 is recorded as the trait value for the species. Definition derived from Schoenenberger et al. (2020) for their character '204. Fusion of perianth (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1,{dimensionless},{dimensionless},{dimensionless},perianth morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,STATO_0000300,PATO_0001470,PATO_0000141,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12429
APD/0012430,flower_perianth_merism,Number of perianth parts in each whorl (Perianth merism),"A perianth morphology trait [TO:0000275] which is the count [NCIT:C25463] of perianth [PO:0009058] parts (sepals [PO:0009031], petals [PO:0009032], and tepals [PO:0009033]) in each floral whorl [PO:0025023].","The number of perianth parts in each whorl, recorded as a continuous trait (with integer values of 1 and above).",Not applicable when perianth phyllotaxis is spiral or irregular or when the perianth is absent. Definition derived from Schoenenberger et al. (2020) for their character '232. Perianth merism (C1)',https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,50,{count},{count},{count},perianth morphology trait,,,,14/07/2021,,,Not applicable when perianth phyllotaxis is spiral or irregular or when the perianth is absent.,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,PATO_0000133,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,APD:glossary/40060,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,12430
APD/0012431,flower_perianth_parts_count,Number of perianth parts,"A perianth morphology trait [TO:0000275] which is the total count [NCIT:C25463] of perianth [PO:0009058] parts, including sepals [PO:0009031], petals [PO:0009032], and any form of tepal [PO:0009033].","The total number of perianth parts, including sepals, petals, or any form of tepal.","A value of zero was scored when the perianth is absent. In flowers with perianth whorls fused along their complete length (e.g., Convolvulus), perianth parts are counted based on merism (e.g., if a calyx has 5 distinct sepals and the corolla is entirely fused, then the corolla is often interpreted to consist of five fused petals), anatomy (e.g., number of vascular traces), development (e.g., number of primordia), or comparison with closely related taxa. Definition derived from Schoenenberger et al. (2020) for their character '201. Number of perianth parts (C1)'",https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,1000,{count},{count},{count},perianth morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12431
APD/0012432,flower_perianth_phyllotaxis,Perianth phyllotaxis,"A perianth morphology trait [TO:0000275] which is the phyllotaxy [TO:0006014] of the perianth [PO:0009058] parts (petals [PO:0009032], sepals [PO:0009031], and  tepals [PO:0009033]), at anthesis [PO:0009068]",Perianth phyllotaxis at anthesis.,"Perianth parts may be organised in one or more whorls or along a continuous spiral, usually with wide divergence angles more or less equal to 137.5 degrees. Less frequently, perianth phyllotaxis may be irregular. Perianth phyllotaxis at anthesis may differ from phyllotaxis of perianth part primordia at their inception and it is not uncommon that spirally initiated perianths become whorled later through development. Definition and trait values derived from Schoenenberger et al. (2020) for their character '230. Perianth phyllotaxy (D1)', with more information of differentiating between trait values in this manuscript.",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,perianth morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000060,PATO_0000133,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,PO_0025023,TO_0006014,,,,,,,,,,,,,,,,,,,,,,,,,,,,12432
APD/0012433,flower_perianth_symmetry,Symmetry of perianth,"A perianth morphology trait [TO:0000275] which is the symmetry [PATO:0000965] of the perianth [PO:0009058] (petals [PO:0009032], sepals [PO:0009031], and  tepals [PO:0009033]), whereby a perianth is only considered actinomorphic [PATO:0001328] if all perianth whorls [PO:0025023] are actinomorphic.",Trait capturing the symmetry of the perianth.,"This trait is applied to the perianth as a whole. In case of flowers with two or more perianth whorls, species are considered actinomorphic if all whorls are actinomorphic and as zygomorphic if one or more whorls are zygomorphic. Trait is not applicable when the perianth is missing. Definition and trait values derived from Schoenenberger et al. (2020) for their character '207. Symmetry of perianth (D1)'",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,perianth morphology trait,,,,14/07/2021,,,Not applicable when the perianth is missing,PO_0025082,PO_0009046,,,PATO_0000060,PATO_0000965,PATO_0000133,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12433
APD/0012434,flower_perianth_whorls_count,Number of perianth whorls,"A perianth morphology trait [TO:0000275] which is the count [NCIT:C25463] of floral whorls [PO:0025023] that comprise the perianth [PO:0009058] (petals [PO:0009032], sepals [PO:0009031], and  tepals [PO:0009033]).",The number of perianth whorls as a continuous trait (with integer values of 1 and above).,Not applicable when perianth phyllotaxis is spiral or irregular or when the perianth is absent. Definition derived from Schoenenberger et al. (2020) for their character '231. Number of perianth whorls (C1)',https://github.com/traitecoevo/APD,STATO_0000251,numeric,0,15,{count},{count},{count},perianth morphology trait,,,,14/07/2021,,,Not applicable when perianth phyllotaxis is spiral or irregular or when the perianth is absent.,PO_0025082,PO_0009046,,,PATO_0001555,NCIT_C25463,,,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009058,PO_0009031,PO_0009032,PO_0009059,PO_0009060,PO_0025023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12434
APD/0012435,flower_pollen_aperture_shape,Pollen grain aperture shape,"A floral organ morphology trait [TO:0000862] which is the shape [PATO:0000052], structure [PATO:0000141], and position [PATO:0000140] of the pollen grain [PO:0025281] apertures [GO:0062074].","Pollen grains are often described according to the shape, structure, and position of their apertures. This trait describes the main shape of the many described aperture types.","Aperture terminology is partly determined by the position of the aperture on the pollen grain (either at the pole or at the equator) and pollen grain polarity, in turn, is determined by the spatial orientation of the microspore in the meiotic tetrad. Definition and trait values derived from Schoenenberger et al. (2020) for their character '5002. Aperture shape (D1)''",https://github.com/traitecoevo/APD,STATO_0000252,categorical,,,,,,androecium morphology trait,,,,14/07/2021,,,,PO_0025082,PO_0009046,,,PATO_0000052,PATO_0000141,PATO_0000140,PATO_0000060,,,,,,,,,,,,,Schönenberger 2020,,,,,GO_0000003,PO_0009061,PO_0009029,PO_0009066,GO_0062074,PO_0025281,GO_0090406,PO_0009069,,,,,,,,,,,,,,,,,,,,,,,,,,,,12435
