identifier,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_uom,category,created,modified,reviewed,deprecated_trait_name,constraints,structure,measured_characteristic,reviewers,references,keywords,exact_match,close_match,related_match,TOP_exact,TOP_close,TOP_related,TRY_exact,TRY_close,TRY_related,LEDA_exact,LEDA_close,LEDA_related,GIFT_exact,GIFT_close,GIFT_related,BIEN_exact,BIEN_close,BIEN_related,BROT_exact,BROT_close,BROT_related,PalmTraits_exact,PalmTraits_close
trait_0020242,leaf_photosynthetic_rate_per_area_saturated,Leaf photosynthesis rate per unit leaf area under saturating light and ambient CO2 (Asat),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and ambient [NCIT:C62306] atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf area [PATO:0001323].","The photosynthetic rate of a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, air temperature and vapour pressure deficit, per unit leaf area; light-saturated photosynthetic rate.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.01,65,umol{CO2}/m2/s,micromole per square metre second,trait_group_0020206,14/07/2021,03/06/2025,31/05/2023,photosynthetic_rate_per_area_saturated,,PO_0025034,STATO_0000071; EnvThes:22003; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40092,CO_357:0000527,TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf area [TOP357] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf area [TRY:53] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf area [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0020243,leaf_photosynthetic_rate_per_dry_mass_ambient,Leaf photosynthesis rate per unit leaf dry mass under ambient light and CO2 (A),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf dry mass [TO:0001014].","The photosynthetic rate of a leaf exposed to ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, at ambient carbon dioxide concentrations, air temperature and vapour pressure deficit, per unit leaf dry mass.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.001,0.8,umol{CO2}/g/s,micromole per gram second,trait_group_0020206,14/07/2021,03/06/2025,31/05/2023,photosynthetic_rate_per_dry_mass_ambient,,PO_0025034,STATO_0000071; glossary_40068; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40006,,CO_357:0000527; TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf dry mass [TOP359] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf dry mass [TRY:40] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf dry mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0020244,leaf_photosynthetic_rate_per_dry_mass_maximum,Leaf photosynthesis rate per unit leaf dry mass under saturating light and CO2 (Amax),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf dry mass [TO:0001014].","The photosynthetic rate of a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations, at optimal leaf temperature and VPD conditions, per unit leaf dry mass; maximum photosynthetic rate.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.001,1,umol{CO2}/g/s,micromole per gram second,trait_group_0020206,14/07/2021,03/06/2025,31/05/2023,photosynthetic_rate_per_dry_mass_maximum,,PO_0025034,STATO_0000071; glossary_40068; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021; Field & Mooney 1986,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40058,,CO_357:0000527; TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf dry mass [TOP359] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf dry mass [TRY:40] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf dry mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0020245,leaf_photosynthetic_rate_per_dry_mass_saturated,Leaf photosynthesis rate per unit leaf dry mass under saturating light and ambient CO2 (Asat),"The photosynthetic rate [TO:0001015] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and ambient [NCIT:C62306] atmospheric carbon dioxide [ENVO:01000451; CHEBI:16526] concentrations [PATO:0000033], recorded per unit leaf dry mass [TO:0001014].","The photosynthetic rate of a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations, air temperature and vapour pressure deficit,  per unit leaf dry mass; saturated photosynthetic rate.","Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,0.001,1,umol{CO2}/g/s,micromole per gram second,trait_group_0020206,14/07/2021,03/06/2025,31/05/2023,photosynthetic_rate_per_dry_mass_saturated,,PO_0025034,STATO_0000071; glossary_40068; PATO_0000161,Belinda Medlyn; David Ellsworth,Pérez-Harguindeguy 2013; Ely 2021; Field & Mooney 1986,TO_0001015; GO_0009521; ENVO_01001864; CHEBI_16526; NCIT_C19899; glossary_40092,,CO_357:0000527; TO_0001015; EnvThes:21422,,,Leaf photosynthetic rate per leaf dry mass [TOP359] (https://top-thesaurus.org/index),,,Photosynthesis rate per leaf dry mass [TRY:40] (https://www.try-db.org/de/de.php),,,,,,,,leaf photosynthetic rate per leaf dry mass [BIEN] (https://bien.nceas.ucsb.edu/bien/biendata),,,,,,,
trait_0020310,leaf_intercellular_CO2_concentration_at_Amax,Leaf internal CO2 concentration during Amax measurement (ci),The intercellular space [PO:0025379] carbon dioxide [CHEBI:16526] concentration [PATO:0000033] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and saturating atmospheric carbon dioxide [ENVO:01000451] concentrations.,The CO2 concentration in intercellular (interstitial) spaces in a leaf exposed to saturating light (photosynthetically active radiation) levels and saturating carbon dioxide concentrations; ci.,"Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,10,1800,umol{CO2}/mol,micromole per mole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,ci_at_Amax,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,Ely 2021,PO_0025379; CHEBI_16526; glossary_40058,CO_357:0000532,,,,,,,Photosynthesis A/Ci curve: intercellular CO2 concentration [TRY:3366] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0020311,leaf_intercellular_CO2_concentration_at_Asat,Internal CO2 concentration during Asat measurement (ci),The intercellular space [PO:0025379] carbon dioxide [CHEBI:16526] concentration [PATO:0000033] of plant leaves [PO:0025034] whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are exposed to saturating [NCIT:C61427] photosynthetically active radiation [ENVO:01001864] and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations.,The CO2 concentration in intercellular (interstitial) spaces in a leaf exposed to saturating light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations; ci.,"Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,10,1300,umol{CO2}/mol,micromole per mole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,ci_at_Asat,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,Ely 2021,PO_0025379; CHEBI_16526; glossary_40092,CO_357:0000532,,,,,,,Photosynthesis A/Ci curve: intercellular CO2 concentration [TRY:3366] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0020312,leaf_intercellular_CO2_concentration_at_Aambient,Internal CO2 concentration under ambient conditions (ci),The intercellular space [PO:0025379] carbon dioxide [CHEBI:16526] concentration [PATO:0000033] of plant leaves [PO:0025034] exposed to ambient [NCIT:C62306] photosynthetically active radiation [ENVO:01001864] levels and ambient atmospheric carbon dioxide [ENVO:01000451] concentrations.,The CO2 concentration in intercellular (interstitial) spaces in a leaf exposed to ambient light (photosynthetically active radiation) levels and ambient carbon dioxide concentrations; ci.,"Leaf temperature and leaf-to-air vapour pressure deficit should be recorded as context properties. If Tleaf and VPD are not reported, it is assumed measurements are made at typical temperature and VPD conditions for the plant.",https://w3id.org/APD,STATO_0000251,10,1300,umol{CO2}/mol,micromole per mole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,ci_at_ambient,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,Ely 2021,PO_0025379; CHEBI_16526; glossary_40006,CO_357:0000532,,,,,,,Photosynthesis A/Ci curve: intercellular CO2 concentration [TRY:3366] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,
trait_0020313,leaf_intercellular_CO2_concentration_to_atmospheric_CO2_concentration_ratio,Ratio of internal to external CO2 concentrations (ci/ca),The ratio [PATO:0001470] of leaf [PO:0025034] intercellular space [PO:0025379] carbon dioxide [CHEBI:16526] concentration [PATO:0000033] to atmospheric carbon dioxide [ENVO:01000451] concentration.,"The ratio of the CO2 concentration in intercellular (interstitial) spaces in leaves to the atmospheric CO2 concentration, an indication of stomatal conductance; ci/ca.",,https://w3id.org/APD,STATO_0000251,0.001,1.3,umol{CO2_internal}/umol{CO2_ambient},micromole per micromole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,ci_over_ca,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,Ely 2021; Wong 1979,PO_0025379; CHEBI_16526; CL_0000000; ENVO_01000451,,,,,,,Photosynthesis: intercellular CO2 concentration to ambient CO2 (ci/ca) [TRY:3379] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0020314,leaf_chloroplast_CO2_concentration,CO2 concentration inside chloroplasts (cc),The concentration [PATO:0000033] of carbon dioxide [ENVO:01000451] inside chloroplasts [GO:0009507] in leaves [PO:0025034].,CO2 concentration inside chloroplasts in leaves; cc.,,https://w3id.org/APD,STATO_0000251,10,1000,umol{CO2}/umol,micromole per micromole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,cc,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,Ely 2021,CHEBI_16526; GO_0009507; CL_0000000,,,,,,,Photosynthesis CO2 concentration at chloroplast [TRY:3007] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0020315,atmospheric_CO2_concentration,Ambient CO2 concentration (ca),The atmospheric carbon dioxide [ENVO:01000451] concentration [PATO:0000033].,Atmospheric CO2 concentration (external CO2 concentration); ca.,"This is not a trait itself, but will often be used to calculate traits related to photosynthetic rates and therefore is recorded.",https://w3id.org/APD,STATO_0000251,50,2000,umol{CO2}/mol,micromole per mole,trait_group_0020212,14/07/2021,05/02/2024,31/05/2023,ca,,PO_0025034,PATO_0000033; ECSO_00000619; PATO_0001470,Belinda Medlyn; David Ellsworth,,ENVO_01000451; CHEBI_16526,,,,,,,,,,,,,,,,,,,,,,,
trait_0020410,leaf_photosynthesis_Jmax_per_area,Leaf Jmax per unit leaf area (Jmax),"Maximum [NCIT:C25564] electron transport [MESH:D004579] rate [PATO:0000161] through the photosynthetic [GO:0015979] electron transport chain [GO:0022900], recorded per unit leaf [PO:0025034] area [PATO:0001323]. The value is a model parameter [STATO:0000034] derived from the portion of the photosynthesis A-ci response curve at high carbon dioxide concentrations where ATP and NADPH production by the light reactions [GO:0019684] limits the rate of carboxylation [MOP:0000591].","The maximum potential photosynthetic electron transport rate, recorded per unit leaf area. This is a model-derived value, calculated from the portion of an A-ci response curve (curve showing the photosynthetic response to increasing carbon dioxide concentrations) at high carbon dioxide concentrations. This is the portion of the curve where the photosynthetic rate is limited by the rate of  ATP and NADPH production by the light reactions.",This trait is explicitly for Jmax per leaf area measurements made at a temperature other than 25 deg C. It is essential to record measurement temperature as a context property as Jmax is very sensitive to changes in temperature. Measurements made at 25 deg C should be mapped to `leaf_photosynthesis_Jmax_per_area_25C`,https://w3id.org/APD,STATO_0000251,10,800,umol{CO2}/m2/s,micromole per square metre second,trait_group_0020812,14/07/2021,03/06/2025,31/05/2023,Jmax_per_area; leaf_fluorescence_Jmax_per_area,,PO_0025034,STATO_0000071; STATO_0000034; NCIT_C180567; PATO_0000161; EnvThes:22003,Belinda Medlyn; David Ellsworth,Farquhar 1980; Medlyn 2002; Evans 2010; Ely 2021; Von Caemmerer 2000,MOP_0000591; GO_0015979; D008962; NCIT_C19899; CHEBI_16526,CO_357:0000535,,,,,,Photosynthesis electron transport capacity (Jmax) per leaf area (Farquhar model) [TRY:269] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
trait_0020411,leaf_photosynthesis_Jmax_per_area_25C,Leaf Jmax per unit leaf area at 25 deg C (Jmax25),"Maximum [NCIT:C25564] electron transport [MESH:D004579] rate [PATO:0000161] through the photosynthetic [GO:0015979] electron transport chain [GO:0022900], recorded per unit leaf [PO:0025034] area [PATO:0001323] and measured at 25 Celsius. The value is a model parameter [STATO:0000034] derived from the portion of the photosynthesis A-ci response curve at high carbon dioxide concentrations where ATP and NADPH production by the light reactions [GO:0019684] limits the rate of carboxylation [MOP:0000591].","The maximum potential photosynthetic electron transport rate, measured at 25 Celsius and recorded per unit leaf area. This is a model-derived value, calculated from the portion of an A-ci response curve (curve showing the photosynthetic response to increasing carbon dioxide concentrations) at high carbon dioxide concentrations. This is the portion of the curve where the photosynthetic rate is limited by the rate of  ATP and NADPH production by the light reactions.",This trait is explicitly for Jmax per leaf area measurements made at a temperature of 25 deg C.  Measurements made at other temperatures should be mapped to `leaf_photosynthesis_Jmax_per_area`,https://w3id.org/APD,STATO_0000251,35,800,umol{CO2}/m2/s,micromole per square metre second,trait_group_0020812,29/03/2023,03/06/2025,31/05/2023,Jmax_per_area; leaf_fluorescence_Jmax_per_area,,PO_0025034,STATO_0000071; STATO_0000034; NCIT_C180567; PATO_0000161; EnvThes:22003,Belinda Medlyn; David Ellsworth,Farquhar 1980; Medlyn 2002; Evans 2010; Ely 2021; Von Caemmerer 2000,MOP_0000591; GO_0015979; D008962; NCIT_C19899; CHEBI_16526,CO_357:0000535,,,,,,Photosynthesis electron transport capacity (Jmax) per leaf area (Farquhar model) [TRY:269] (https://www.try-db.org/de/de.php),,,,,,,,,,,,,,,,
